fighter_name,Height,Weight,Reach,Stance,DOB
Saul Elizondo,"5' 7""",135 lbs.,NA,NA,"Jul 17, 1985"
Scott Adams,"6' 0""",225 lbs.,NA,Southpaw,NA
Scott Askham,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988"
Scott Baker,"6' 0""",210 lbs.,NA,NA,NA
Scott Bessac,"6' 4""",245 lbs.,NA,NA,NA
Scott Bills,"5' 10""",170 lbs.,NA,NA,NA
Scott Carson,"6' 2""",215 lbs.,NA,NA,NA
Scott Ettling,NA,135 lbs.,NA,NA,NA
Scott Ferrozzo,"5' 11""",323 lbs.,NA,Orthodox,"Apr 26, 1965"
Scott Fiedler,"6' 4""",235 lbs.,NA,Orthodox,NA
Scott Graham,"6' 4""",185 lbs.,NA,Orthodox,NA
Scott Harper,"6' 0""",185 lbs.,NA,Orthodox,"Apr 14, 1972"
Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983"
Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982"
Scott Junk,"6' 1""",265 lbs.,NA,Orthodox,"Dec 17, 1978"
Scott Lighty,"6' 2""",205 lbs.,NA,NA,"Oct 15, 1978"
Scott McAfee,"5' 8""",155 lbs.,NA,Orthodox,"Aug 23, 1983"
Scott McDonald,NA,NA,NA,NA,NA
Scott Morris,"5' 10""",210 lbs.,NA,Orthodox,NA
Scott Norton,"5' 10""",170 lbs.,NA,Orthodox,"Mar 15, 1973"
Scott Shaffer,"5' 7""",145 lbs.,NA,Orthodox,NA
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979"
Scott Ventimiglia,"5' 11""",185 lbs.,NA,NA,"Nov 17, 1972"
Sean Alvarez,"6' 0""",235 lbs.,NA,Orthodox,"Jul 14, 1971"
Sean Bassett,NA,155 lbs.,NA,NA,NA
Sean Brady,"5' 9""",170 lbs.,NA,NA,"Nov 23, 1992"
Sean Daugherty,"6' 0""",175 lbs.,NA,NA,"Dec 04, 1975"
Sean Gannon,"6' 3""",265 lbs.,NA,Southpaw,NA
Sean Holden,"5' 10""",170 lbs.,NA,NA,"Sep 17, 1984"
Sean Lally,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 04, 1990"
Sean Loeffler,"6' 3""",185 lbs.,NA,Orthodox,"May 23, 1982"
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976"
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983"
Sean O'Haire,"6' 5""",270 lbs.,NA,Orthodox,"Feb 25, 1971"
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994"
Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976"
Sean Salmon,"5' 10""",185 lbs.,NA,Southpaw,"Sep 11, 1977"
Sean Santella,"5' 5""",125 lbs.,NA,NA,"Oct 25, 1984"
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973"
Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989"
Sean Spencer,"5' 10""",170 lbs.,"75""",NA,"Jun 25, 1987"
Sean Strickland,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991"
Sean Wilson,"5' 8""",145 lbs.,NA,NA,"Oct 20, 1982"
Seichi Ikemoto,"5' 11""",168 lbs.,NA,Orthodox,"Aug 24, 1975"
Semmy Schilt,"6' 10""",265 lbs.,NA,Orthodox,"Oct 27, 1973"
Seohee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987"
Sergei Kharitonov,"6' 0""",245 lbs.,NA,Orthodox,"Aug 18, 1980"
Sergei Pavlovich,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992"
Sergey Ignatov,"5' 9""",210 lbs.,NA,Orthodox,NA
Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992"
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995"
Sergio Gomez,"5' 6""",155 lbs.,NA,Orthodox,"Apr 29, 1982"
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982"
Sergio Pettis,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 18, 1993"
Seth Baczynski,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981"
Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980"
Seth Kleinbeck,"6' 2""",185 lbs.,NA,NA,"Jul 25, 1973"
Seth Petruzelli,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979"
Seungwoo Choi,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992"
Shamar Bailey,"5' 9""",155 lbs.,"75""",NA,"Sep 22, 1982"
Shamil Abdurakhimov,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981"
Shana Dobson,"5' 6""",125 lbs.,"69""",NA,"Mar 30, 1989"
Shana Olsen,"5' 7""",145 lbs.,NA,NA,"Dec 17, 1980"
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991"
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987"
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975"
Shane Howell,"5' 8""",125 lbs.,"69""",Orthodox,"Nov 28, 1983"
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984"
Shane Primm,"6' 3""",205 lbs.,NA,Orthodox,"Jul 30, 1984"
Shane Roller,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979"
Shane Young,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993"
Shane del Rosario,"6' 4""",250 lbs.,"79""",Southpaw,"Sep 23, 1983"
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981"
Shannon Ritch,"5' 9""",190 lbs.,NA,Orthodox,"Sep 27, 1970"
Shawn Bunch,"5' 5""",135 lbs.,NA,NA,"Mar 19, 1983"
Shawn Jordan,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984"
Shawn Teed,"6' 5""",265 lbs.,"79""",Orthodox,"Feb 13, 1992"
Shayna Baszler,"5' 7""",135 lbs.,"67""",Orthodox,"Aug 08, 1980"
Sheila Gaff,"5' 5""",135 lbs.,"62""",Orthodox,"Dec 29, 1989"
Sheldon Westcott,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984"
Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985"
Sherman Pendergarst,"6' 1""",235 lbs.,NA,Orthodox,"Aug 01, 1967"
Sherron Leggett,"5' 8""",155 lbs.,NA,Southpaw,"Oct 27, 1978"
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990"
Shingo Kohara,"5' 6""",135 lbs.,NA,NA,NA
Shinsho Anzai,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985"
Shinya Aoki,"5' 11""",154 lbs.,NA,Southpaw,"May 09, 1983"
Shoji Maruyama,"5' 7""",139 lbs.,NA,Orthodox,"Apr 24, 1983"
Shonie Carter,"5' 10""",170 lbs.,NA,Southpaw,"May 03, 1972"
Shungo Oyama,"5' 11""",185 lbs.,NA,Southpaw,"Apr 11, 1974"
Shunichi Shimizu,"5' 5""",135 lbs.,"66""",Orthodox,"Jan 31, 1985"
Siala Siliga,"6' 1""",290 lbs.,NA,Orthodox,"Oct 08, 1970"
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992"
Sidney Silva,"6' 3""",170 lbs.,NA,Southpaw,"Feb 27, 1972"
Sijara Eubanks,"5' 4""",135 lbs.,"67""",NA,"Apr 27, 1985"
Silvana Juarez,"5' 3""",125 lbs.,NA,Orthodox,"Jun 12, 1984"
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984"
Sione Latu,"6' 0""",215 lbs.,NA,NA,NA
Sirwan Kakai,"5' 5""",135 lbs.,"66""",Orthodox,"Oct 03, 1989"
Siyar Bahadurzada,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984"
Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977"
Sodiq Yusuff,"5' 9""",145 lbs.,"71""",Orthodox,"May 19, 1993"
Soichi Nishida,"5' 11""",320 lbs.,NA,Orthodox,NA
Sokun Koh,"6' 1""",205 lbs.,NA,NA,NA
Solomon Hutcherson,"5' 11""",185 lbs.,NA,Southpaw,"Aug 31, 1972"
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990"
Song Yadong,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997"
Spencer Fisher,"5' 7""",155 lbs.,"70""",Southpaw,"May 09, 1976"
Spencer Hearns,"5' 11""",185 lbs.,NA,NA,NA
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981"
Stefan Klever,NA,185 lbs.,NA,Orthodox,NA
Stefan Leko,"6' 2""",215 lbs.,NA,Orthodox,"Jun 03, 1974"
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992"
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988"
Stephan Bonnar,"6' 4""",205 lbs.,"78""",Orthodox,"Apr 04, 1977"
Stephanie Webber,"5' 6""",135 lbs.,NA,NA,NA
Stephen Banaszak,"6' 0""",145 lbs.,NA,NA,"Dec 07, 1990"
Stephen Bass,"5' 9""",145 lbs.,NA,NA,"Nov 14, 1982"
Stephen Ledbetter,"5' 9""",145 lbs.,NA,Orthodox,"Jun 30, 1982"
Stephen Palling,"5' 4""",143 lbs.,NA,NA,"Jan 29, 1967"
Stephen Regman,"5' 11""",155 lbs.,NA,NA,"Aug 05, 1991"
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983"
Sterling Ford,"5' 10""",155 lbs.,NA,NA,"Mar 12, 1986"
Steve Berger,"5' 11""",170 lbs.,NA,Orthodox,"May 20, 1973"
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981"
Steve Bruno,"5' 10""",170 lbs.,NA,Orthodox,"Nov 03, 1981"
Steve Byrnes,"6' 0""",170 lbs.,NA,Orthodox,NA
Steve Cantwell,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986"
Steve Garcia,"6' 0""",135 lbs.,NA,NA,"May 22, 1992"
Steve Hadsel,"5' 8""",170 lbs.,NA,NA,NA
Steve Jennum,"5' 10""",215 lbs.,NA,Orthodox,NA
Steve Judson,"5' 11""",230 lbs.,NA,Orthodox,NA
Steve Kennedy,"5' 11""",170 lbs.,"71""",Orthodox,"Mar 07, 1983"
Steve Kozola,NA,155 lbs.,NA,NA,NA
Steve Lopez,"5' 11""",155 lbs.,NA,Orthodox,"Jul 30, 1984"
Steve Mann,"6' 1""",170 lbs.,NA,NA,NA
Steve Mensing,"5' 11""",185 lbs.,NA,Orthodox,"Dec 06, 1977"
Steve Montgomery,"6' 4""",185 lbs.,"75""",Southpaw,"Dec 19, 1990"
Steve Nelmark,"6' 0""",240 lbs.,NA,Orthodox,NA
Steve Ramirez,"5' 7""",125 lbs.,NA,NA,NA
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981"
Steve Vigneault,"5' 10""",185 lbs.,NA,Orthodox,"Feb 14, 1978"
Steve White,"5' 11""",175 lbs.,NA,NA,NA
Steven Ciaccio,"6' 0""",170 lbs.,NA,NA,NA
Steven Graham,"6' 1""",290 lbs.,NA,Orthodox,NA
Steven Nguyen,"5' 11""",145 lbs.,NA,NA,"May 19, 1993"
Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990"
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987"
Stevie Lynch,"5' 10""",170 lbs.,NA,Orthodox,NA
Stevie Ray,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990"
Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982"
Stoney Hale,"6' 0""",NA,NA,NA,"Oct 18, 1979"
Su Mudaerji,"5' 8""",135 lbs.,"72""",Southpaw,"Jan 20, 1996"
Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984"
Suman Mokhtarian,"5' 10""",145 lbs.,"67""",Orthodox,"Jun 13, 1992"
Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,"Jul 17, 1992"
Syuri Kondo,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989"
TJ Cook,NA,205 lbs.,NA,NA,"Sep 08, 1982"
TJ Dillashaw,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986"
TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984"
TJ Hepburn,"5' 7""",155 lbs.,NA,NA,NA
TJ O'Brien,"6' 2""",155 lbs.,NA,Orthodox,"Jan 01, 1987"
TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988"
Tadao Yasuda,"6' 4""",310 lbs.,NA,Orthodox,"Oct 09, 1963"
Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983"
Tae Hyun Lee,"6' 6""",295 lbs.,NA,Orthodox,"Jan 17, 1975"
Tai Bowden,"5' 11""",230 lbs.,NA,NA,NA
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993"
Taiei Kin,"5' 11""",185 lbs.,NA,Orthodox,"Jul 08, 1970"
Taila Santos,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 22, 1993"
Takafumi Otsuka,"5' 6""",139 lbs.,NA,Orthodox,NA
Takahiro Oba,"5' 8""",200 lbs.,NA,Southpaw,NA
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978"
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990"
Takashi Sugiura,"5' 11""",225 lbs.,NA,Southpaw,"May 31, 1970"
Takayo Hashi,"5' 4""",135 lbs.,NA,Orthodox,"Oct 02, 1977"
Takayuki Okada,"6' 1""",290 lbs.,NA,Orthodox,NA
Takenori Sato,"5' 10""",170 lbs.,"71""",Southpaw,"Jun 08, 1985"
Takeshi Inoue,"5' 8""",145 lbs.,NA,NA,"Mar 18, 1980"
Takeshi Yamazaki,"5' 8""",139 lbs.,NA,Southpaw,NA
Takeya Mizugaki,"5' 7""",135 lbs.,"68""",Orthodox,"Dec 16, 1983"
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987"
Talita Nogueira,"5' 10""",145 lbs.,NA,NA,"Oct 13, 1985"
Tamdan McCrory,"6' 4""",185 lbs.,"78""",Switch,"Nov 05, 1986"
Tanner Boser,"6' 2""",258 lbs.,NA,NA,"Aug 02, 1991"
Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986"
Tateki Matsuda,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 27, 1986"
Tatiana Suarez,"5' 5""",115 lbs.,"66""",NA,"Dec 19, 1990"
Tatsuya Iwasaki,"5' 9""",205 lbs.,NA,Orthodox,NA
Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978"
Tatsuya Mizuno,"6' 1""",205 lbs.,NA,Southpaw,"Jun 02, 1981"
Taylor Lapilus,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992"
Taylor Roberts,"5' 11""",170 lbs.,NA,NA,NA
Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990"
Tebaris Gordon,"6' 1""",265 lbs.,"78""",Orthodox,"Jul 19, 1988"
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989"
Tedd Williams,"6' 1""",275 lbs.,NA,Orthodox,"Dec 19, 1969"
Teemu Packalen,"6' 1""",155 lbs.,"72""",Orthodox,"May 22, 1987"
Teila Tuli,"6' 0""",430 lbs.,NA,Orthodox,"Jun 14, 1969"
Terrance McKinney,NA,155 lbs.,NA,NA,"Sep 15, 1994"
Terrell Brown,NA,185 lbs.,NA,NA,"Apr 13, 1983"
Terrion Ware,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986"
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986"
Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980"
Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991"
Tetsuji Kato,NA,155 lbs.,NA,Orthodox,NA
Thaddeus Luster,"6' 3""",210 lbs.,NA,NA,NA
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981"
Thanh Le,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985"
Thiago Alves,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983"
Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995"
Thiago Perpetuo,"5' 10""",170 lbs.,"71""",Orthodox,"Dec 14, 1987"
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984"
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982"
Thiago Tavares,"5' 7""",145 lbs.,"68""",Orthodox,"Nov 08, 1984"
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987"
Thomas Almeida,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 31, 1991"
Thomas Campbell,NA,NA,NA,NA,NA
Thomas Denny,"5' 10""",170 lbs.,NA,Orthodox,"Apr 19, 1971"
Thomas Diagne,"6' 1""",154 lbs.,NA,NA,"Sep 03, 1983"
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992"
Thomas Longacre,"5' 9""",145 lbs.,NA,Orthodox,NA
Thomas Ramirez,"6' 1""",410 lbs.,NA,Sideways,NA
Tiago Trator,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987"
Tiequan Zhang,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 25, 1978"
Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994"
Tiki Ghosn,"5' 10""",170 lbs.,NA,Orthodox,"Feb 09, 1977"
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981"
Tim Caron,"6' 1""",185 lbs.,NA,Orthodox,"Jul 24, 1987"
Tim Catalfo,"5' 11""",235 lbs.,NA,Orthodox,NA
Tim Credeur,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977"
Tim Elliott,"5' 7""",135 lbs.,"66""",Southpaw,"Dec 24, 1986"
Tim Gorman,"5' 5""",135 lbs.,"68""",Southpaw,"Apr 29, 1983"
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983"
Tim Johnson,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985"
Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979"
Tim Lajcik,"6' 1""",225 lbs.,NA,Orthodox,"Jun 21, 1965"
Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982"
Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984"
Tim Roman,"6' 1""",170 lbs.,NA,NA,"Jun 08, 1985"
Tim Stout,"5' 11""",185 lbs.,NA,NA,"Feb 09, 1979"
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976"
Tim Williams,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 03, 1986"
Tina Lahdemaki,"5' 2""",115 lbs.,"62""",Orthodox,"May 28, 1988"
Tito Jones,"5' 8""",145 lbs.,NA,Southpaw,"Jul 31, 1981"
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975"
Toby Misech,"5' 8""",145 lbs.,NA,Southpaw,"Mar 07, 1988"
Todd Brown,"5' 11""",205 lbs.,NA,Orthodox,"Dec 13, 1976"
Todd Butler,"6' 1""",200 lbs.,NA,Southpaw,NA
Todd Duffee,"6' 3""",260 lbs.,"79""",Orthodox,"Dec 06, 1985"
Todd Gouwenberg,"6' 1""",205 lbs.,NA,Orthodox,"Sep 25, 1974"
Todd Lally,"5' 7""",145 lbs.,NA,Orthodox,NA
Todd Medina,"5' 10""",193 lbs.,NA,Southpaw,NA
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983"
Tokimitsu Ishizawa,"6' 0""",185 lbs.,NA,Orthodox,"Aug 05, 1968"
Tom Aaron,NA,155 lbs.,NA,NA,"Jul 13, 1978"
Tom Blackledge,NA,205 lbs.,NA,NA,NA
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991"
Tom DeBlass,"6' 0""",185 lbs.,"75""",Orthodox,"May 14, 1982"
Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993"
Tom Egan,"5' 11""",170 lbs.,NA,Orthodox,NA
Tom Erikson,"6' 3""",280 lbs.,NA,Orthodox,NA
Tom Gallicchio,"5' 10""",170 lbs.,"73""",Southpaw,"Sep 23, 1986"
Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983"
Tom Murphy,"6' 2""",227 lbs.,NA,Southpaw,"Nov 19, 1974"
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982"
Tom Sauer,"6' 1""",263 lbs.,NA,NA,"Nov 11, 1970"
Tom Tuggle,"6' 2""",250 lbs.,NA,Orthodox,NA
Tom Watson,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982"
Tomasz Drwal,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982"
Tommy Hayden,"5' 9""",145 lbs.,"72""",Southpaw,"Mar 11, 1986"
Tommy Lee,"5' 7""",145 lbs.,NA,Orthodox,"Jan 20, 1977"
Tommy Petersen,NA,155 lbs.,NA,NA,NA
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984"
Tomohiko Hashimoto,"6' 0""",250 lbs.,NA,Orthodox,NA
Tomomi Iwama,"5' 3""",155 lbs.,NA,Orthodox,NA
Tomoya Miyashita,"5' 7""",139 lbs.,NA,Southpaw,NA
Tony Bonello,"6' 2""",185 lbs.,NA,NA,NA
Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974"
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984"
Tony Fryklund,"6' 0""",185 lbs.,NA,Orthodox,"Mar 26, 1971"
Tony Halme,"6' 3""",300 lbs.,NA,Orthodox,"Jan 06, 1963"
Tony Johnson,"6' 1""",265 lbs.,NA,NA,NA
Tony Juarez,NA,155 lbs.,NA,NA,NA
Tony Petarra,"5' 11""",196 lbs.,NA,Orthodox,NA
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985"
Tony Sylvester,"6' 1""",225 lbs.,NA,Southpaw,"Jan 27, 1978"
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981"
Tor Troeng,"6' 2""",185 lbs.,"77""",Orthodox,"Jan 25, 1983"
Torrance Taylor,"5' 7""",155 lbs.,NA,NA,NA
Townsend Saunders,"5' 5""",170 lbs.,NA,Orthodox,NA
Tra Telligman,"6' 2""",233 lbs.,NA,Orthodox,"Feb 07, 1965"
Tracy Cortez,"5' 5""",125 lbs.,NA,NA,"Dec 10, 1993"
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982"
Travis Calanoc,"5' 8""",145 lbs.,NA,Orthodox,NA
Travis Fulton,"6' 0""",240 lbs.,NA,Orthodox,"May 29, 1977"
Travis Galbraith,"6' 0""",170 lbs.,NA,Orthodox,"May 18, 1981"
Travis Johnson,NA,205 lbs.,NA,NA,NA
Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973"
Travis Wiuff,"6' 3""",205 lbs.,NA,Orthodox,"Mar 15, 1978"
Trenell Young,"5' 6""",145 lbs.,NA,Orthodox,"Jun 19, 1976"
Trent Jenkins,"6' 2""",185 lbs.,NA,NA,NA
Treston Thomison,"5' 8""",145 lbs.,NA,NA,NA
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,"Aug 06, 1992"
Trevor Harris,"5' 6""",145 lbs.,NA,NA,NA
Trevor Prangley,"6' 1""",185 lbs.,"75""",Orthodox,"Aug 24, 1972"
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981"
Trey Houston,"5' 11""",185 lbs.,NA,NA,NA
Tristan Arenal,NA,155 lbs.,NA,NA,NA
Troy Mandaloniz,"5' 9""",170 lbs.,NA,Orthodox,"Feb 01, 1980"
Tsuyoshi Kohsaka,"5' 11""",225 lbs.,NA,Orthodox,"Mar 06, 1970"
Tsuyoshi Kurihara,"5' 10""",185 lbs.,NA,Orthodox,"Jul 13, 1973"
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,NA,Orthodox,NA
Tulio Palhares,NA,180 lbs.,NA,NA,NA
Turrell Galloway,"5' 3""",145 lbs.,NA,NA,NA
Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991"
Tyler Hill,"6' 3""",170 lbs.,"78""",Switch,"Aug 10, 1991"
Tyler Stinson,"6' 3""",170 lbs.,NA,NA,"Jan 17, 1986"
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983"
Tyra Parker,"5' 5""",115 lbs.,NA,Orthodox,NA
Tyron Woodley,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982"
Tyrone Roberts,"5' 9""",185 lbs.,NA,Orthodox,NA
Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984"
Tyson Pedro,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991"
Ulka Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989"
Ulysses Gomez,"5' 6""",125 lbs.,"66""",Orthodox,"May 25, 1983"
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984"
Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979"
Vagner Rocha,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982"
Valentijn Overeem,"6' 3""",230 lbs.,NA,Orthodox,"Aug 17, 1976"
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988"
Valeri Ignatov,"5' 9""",170 lbs.,NA,Orthodox,NA
Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983"
Valmir Lazaro,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985"
Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982"
Vernon Ramos,"5' 6""",170 lbs.,"72""",Orthodox,"Jun 03, 1992"
Vernon White,"6' 0""",205 lbs.,NA,Southpaw,"Dec 03, 1971"
Veronica Macedo,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995"
Veta Arteaga,"5' 7""",125 lbs.,NA,NA,NA
